Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,EV Connector Types,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Location
ELEC,TUCKAHOE#1,44 Crescent Pl,STATION#1; In the Fisher Avenue Municipal Parking Lot,Tuckahoe,NY,10707,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.958404,-73.819575,10/28/2018,67066,2018-10-28 09:03:02 UTC,,,,,"(40.9584038, -73.8195746)"
ELEC,NATIONAL GRID,257 Fuller Rd,SUNY NANOTECH,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.690456,-73.833054,10/28/2018,67092,2018-10-28 09:03:02 UTC,,,,,"(42.6904563, -73.8330545)"
ELEC,RIVERHEAD,1947 Old Country Road,RIVER 1 #1; The station is located in the parking area near the Tanger Mall entrance RIVER 1 #2; Tanger 1 - Suite 200.  Three dual level chargers located in the parking lot across from Shopper Services.   RIVER 1 #3; Tanger 1 - Suite 200.  Three dual level chargers located in the parking lot across from Shopper Services. RIVER 2 #1; Tanger 2 - Suite 906. Three duel level chargers located in the parking lot between Cole Haan and Nike. RIVER 2 #2; The station is located in the parking area near the Tanger Mall entrance RIVER 2 #3; Tanger 2 - Suite 906.  Three duel level chargers located in the parking lot between Cole Haan and Nike.,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,12,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-8,40.922813,-72.711690,10/28/2018,67108,2018-10-28 09:03:02 UTC,,,,,"(40.922813, -72.71169)"
ELEC,SCCC,701 County Rd 106,GRANT CAMPUS 1; - GRANT CAMPUS 2; -,Brentwood,NY,11717,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-9,40.796247,-73.271969,10/28/2018,67158,2018-10-28 09:03:02 UTC,,,,,"(40.7962469, -73.2719686)"
ELEC,EAST HAMPTON TH,200 Daniels Hole Rd,EH AIRPORT; -,East Hampton,NY,11937,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.961178,-72.247936,10/28/2018,67226,2018-10-28 09:03:02 UTC,,,,,"(40.9611778, -72.2479362)"
ELEC,State University of New York - Ulster Extension Center,124 Marys Ave,,Kingston,NY,12401,,845-338-7455,E,,Public,24 hours daily,,,2,,,,,J1772,200-9,41.923179,-73.999551,06/05/2018,67353,2018-06-05 19:29:00 UTC,LG,,,06/15/2015,"(41.923179, -73.999551)"
ELEC,TOWNE AVW,5255 Genesee street,STATION 1; Located Next To Service Waiting Room,Bowmansville,NY,14026,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.939898,-78.687331,10/28/2018,67643,2018-10-28 09:03:02 UTC,,,,,"(42.9398982, -78.6873306)"
ELEC,TAPPS,2213 Gerritsen Ave,"KEY FOOD; Intersection of Gerritsen Ave, Knapp St & Avenue U",Brooklyn,NY,11229,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.601595,-73.934604,10/28/2018,67704,2018-10-28 09:03:02 UTC,,,,,"(40.6015954, -73.9346045)"
ELEC,Mirbeau Inn & Spa - Tesla Destination,851 W Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,42.944626,-76.443793,10/04/2018,67716,2018-10-04 21:43:30 UTC,P,,,06/09/2015,"(42.944626, -76.443793)"
ELEC,ScottTech - Tesla Destination,336 Court St,,Binghamton,NY,13904,,315-214-6065  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,42.103472,-75.892293,10/04/2018,67726,2018-10-04 21:43:30 UTC,P,,,06/09/2015,"(42.103472, -75.892293)"
ELEC,The Point Resort - Tesla Destination,222 Beaverwood Rd,,Saranac Lake,NY,12983,,518-891-5674  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,44.303141,-74.330399,10/04/2018,67728,2018-10-04 21:43:30 UTC,P,,,03/01/2015,"(44.303141, -74.330399)"
ELEC,Champion Parking - Tesla,60 E 8th St,,New York,NY,10003,,212-473-9061  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.730476,-73.993094,01/04/2018,67742,2018-03-06 01:50:55 UTC,P,,,02/01/2015,"(40.730476, -73.993094)"
ELEC,Mirbeau Inn & Spa,851 W Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,1,,,,,J1772,200-9,42.944626,-76.443793,01/04/2018,67743,2018-09-23 18:47:49 UTC,P,,,03/01/2015,"(42.944626, -76.443793)"
ELEC,Montauk Yacht Club Resort & Marina - Tesla,32 Star Island Rd,,Montauk,NY,11954,,631-668-3100  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,41.069404,-71.932673,01/04/2018,67744,2018-03-06 01:50:48 UTC,P,,,04/01/2015,"(41.069404, -71.932673)"
ELEC,ParkIt - Tesla,10 Wooster St,,New  York,NY,10013,,212-431-1034  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.721244,-74.003604,01/04/2018,67745,2018-03-06 01:50:55 UTC,P,,,02/01/2015,"(40.721244, -74.003604)"
ELEC,ParkIt - Tesla,403 Lafayette St,,New  York,NY,10003,,212-254-1263  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.728158,-73.992322,01/04/2018,67746,2018-03-06 01:55:17 UTC,P,,,03/01/2015,"(40.728158, -73.992322)"
ELEC,Quik Park - Tesla,1133 6th Ave,,New York,NY,10036,,212-398-0464  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.756071,-73.983920,01/04/2018,67747,2018-03-06 00:36:58 UTC,P,,,04/01/2015,"(40.756071, -73.98392)"
ELEC,Quik Park - Tesla,235 W 56th St,,New York,NY,10019,,212-974-6147  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.766000,-73.982621,01/04/2018,67748,2018-03-06 01:55:30 UTC,P,,,02/01/2015,"(40.766, -73.982621)"
ELEC,Quik Park - Tesla,70 Little W St,,New York,NY,10280,,212-349-8316  877-798-8316,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.707074,-74.016491,01/04/2018,67749,2018-03-06 00:46:07 UTC,P,,,03/01/2015,"(40.707074, -74.016491)"
ELEC,Quik Park - Tesla,423 W 23rd St,,New York,NY,10011,,212-352-0514  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.746749,-74.001919,01/04/2018,67751,2018-03-06 01:55:17 UTC,P,,,02/01/2015,"(40.746749, -74.001919)"
ELEC,Quik Park - Tesla,9 W 57th St,,New York,NY,10019,,212-754-4077  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.763888,-73.974990,01/04/2018,67752,2018-03-06 01:55:17 UTC,P,,,03/01/2015,"(40.763888, -73.97499)"
ELEC,ScottTech,336 Court St,,Binghamton,NY,13904,,315-214-6065,E,,Public,24 hours daily; for Tesla use only,,,1,,,,,J1772,200-9,42.103472,-75.892293,01/04/2018,67753,2018-09-23 18:32:46 UTC,P,,,04/01/2015,"(42.103472, -75.892293)"
ELEC,Serendipity Labs - Tesla,80 Theodore Fremd Ave,,Rye,NY,10580,,914-908-6770  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.983031,-73.687987,01/04/2018,67754,2018-03-06 01:49:44 UTC,P,,,02/01/2015,"(40.983031, -73.687987)"
ELEC,The Point Resort,222 Beaverwood Rd,,Saranac Lake,NY,12983,,518-891-5674,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see front desk for access,,,1,,,,,J1772,200-9,44.303141,-74.330399,01/04/2018,67755,2018-09-23 18:42:44 UTC,P,,,03/01/2015,"(44.303141, -74.330399)"
ELEC,Waldorf Astoria - Tesla,301 Park Ave,,New York,NY,10022,,212-355-3000  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla guest use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-9,40.756774,-73.973996,01/04/2018,67756,2018-03-06 01:55:34 UTC,P,,,04/01/2015,"(40.756774, -73.973996)"
ELEC,iPark - Tesla,250 W 19th St,,New York,NY,10011,,212-627-1704  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,TESLA,200-8,40.742364,-73.999149,01/04/2018,67758,2018-03-06 01:55:17 UTC,P,,,03/01/2015,"(40.742364, -73.999149)"
ELEC,CATSKILLBREWERY,672 Old Rte 17,"CATSKILL BREW; Main Entrance to Catskill Brewery, visible from road.",Livingston Manor,NY,12758,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,41.906643,-74.824934,10/28/2018,68158,2018-10-28 09:03:02 UTC,,,,,"(41.9066433, -74.824934)"
ELEC,Depaula Ford,799 Central Ave,,Albany,NY,12206,,518-375-2163,E,,Public - Call ahead,Dealership business hours; for customer use only,,,1,,,,,J1772,200-8,42.678931,-73.788718,06/05/2018,68578,2018-06-05 19:29:00 UTC,P,,,05/01/2015,"(42.678931, -73.788718)"
ELEC,Price Chopper,1060 Madison Ave,,Albany,NY,12208,,518-438-6241,E,,Public,24 hours daily; maximum stay of 2 hours,,,2,,,,,J1772,200-9,42.664671,-73.790463,06/05/2018,68579,2018-06-05 19:29:00 UTC,P,,,05/01/2015,"(42.664671, -73.790463)"
ELEC,ULSTER COUNTY,1 Development Court,ULSTER DSS GW1; Rear of DSS Building ULSTER DSS NG1; Behind DSS building ULSTER DSS NG2; Behind DSS building,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-8,41.947224,-73.995025,10/28/2018,68773,2018-10-28 09:03:02 UTC,,,,,"(41.947224, -73.995025)"
ELEC,ULSTER COUNTY,239 Golden Hill Dr,GOLDEN HILL 2; - ULSTER GOLDEN 1; Golden Hill Complex,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,200-9,41.916073,-74.018603,10/28/2018,68779,2018-10-28 09:03:02 UTC,,,,,"(41.916073, -74.018603)"
ELEC,PANYNJ,E End Rd La Guardia Airport,"LGA E GARAGE W1; LGA East Garage, West End",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.770752,-73.866327,10/28/2018,68795,2018-10-28 09:03:02 UTC,,,,,"(40.7707522, -73.866327)"
ELEC,PANYNJ,E End Rd La Guardia Airpot,"LGA E GARAGE C1; LGA East garage, center section",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.770330,-73.865683,10/28/2018,68801,2018-10-28 09:03:02 UTC,,,,,"(40.7703297, -73.8656832)"
ELEC,PANYNJ,E End Rd,"LGA E GARAGE E1; LGA East Garage, East end",New York,NY,11371,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.769996,-73.865093,10/28/2018,68802,2018-10-28 09:03:02 UTC,,,,,"(40.7699965, -73.8650932)"
ELEC,NORTHTOWN VW,1135 Millersport Hwy,VW_408152_A,Buffalo,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.981621,-78.795872,10/28/2018,69055,2018-10-28 09:03:02 UTC,,,,,"(42.981621, -78.7958716)"
ELEC,RIT EV CHARGING,Clark Drive,"ADMIN LOT; - D LOT CENTER; D Lot, south end of parking lot D LOT NORTH; D Lot, south end of parking lot D LOT SOUTH STA; D lot at south end of parking lot",Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,8,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.086199,-77.673360,10/28/2018,69056,2018-10-28 09:03:02 UTC,,,,,"(43.0861992, -77.6733604)"
ELEC,CT ROCHESTER,655 Elmwood Ave,CTR GARAGE; The station is located on the 2nd level of the parking garage,Rochester,NY,14620,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.124269,-77.621274,10/28/2018,69101,2018-10-28 09:03:02 UTC,,,,,"(43.1242694, -77.6212739)"
ELEC,ULSTER COUNTY,124 Marys Ave,SUNY EXTENSION; Station is located in new lot at rear of building,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,41.923610,-73.998496,10/28/2018,69195,2018-10-28 09:03:02 UTC,,,,,"(41.9236099, -73.9984964)"
ELEC,OSSINING,101 NY-9A,"EV 1; Drive into driveway, on the right hand side of property",Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,41.178694,-73.840619,10/28/2018,69704,2018-10-28 09:03:02 UTC,,,,,"(41.1786944, -73.8406187)"
ELEC,EDISONPARKFAST,92 Livingston St,LOC # 75,new york,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.690920,-73.990464,10/28/2018,69709,2018-10-28 09:03:02 UTC,,,,,"(40.6909201, -73.9904641)"
ELEC,Lake Mohonk,1000 Mountain Rest Road,These charging stations are available to guests with additional property access. Please see Valet or Guest Services for more information at 845-245-1000.  Pricing is set through guest services.,New Paltz,NY,12561,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,4,,,SemaCharge Network,http://www.semacharge.com/,J1772,GPS,41.768279,-74.156017,10/28/2018,69911,2018-10-28 08:59:56 UTC,,,,,"(41.7682793, -74.1560166)"
ELEC,GARVEY VW,483 Quaker Rd,VE_408313_A,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.329369,-73.629750,10/28/2018,70094,2018-10-28 09:03:02 UTC,,,,,"(43.3293691, -73.6297496)"
ELEC,STONY BROOK UNV,Campus Dr,SBU ESS; - SBU SP LOT; For fleet use only,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.914303,-73.127316,10/28/2018,70148,2018-10-28 09:03:02 UTC,,,,,"(40.9143033, -73.1273162)"
ELEC,NEMER VW,550 Troy Schenectady Rd,VW_408396,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.750429,-73.765326,10/28/2018,70151,2018-10-28 09:03:02 UTC,,,,,"(42.750429, -73.7653259)"
ELEC,STONY BROOK UNV,698 Circle Rd,SBU AUTO GAR; Fleet use only,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.917668,-73.129194,10/28/2018,70237,2018-10-28 09:03:02 UTC,,,,,"(40.9176679, -73.1291938)"
ELEC,NATIONAL GRID,200 Niagara St,TONOWANDA; -,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.019109,-78.886973,10/28/2018,70311,2018-10-28 09:03:02 UTC,,,,,"(43.0191087, -78.8869733)"
ELEC,Fuccillo Nissan,3893 Route 31,,Liverpool,NY,13090,,315-944-3200,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,43.185219,-76.242663,07/09/2018,70451,2018-07-09 12:13:28 UTC,P,,,09/15/2014,"(43.185219, -76.242663)"
ELEC,Fuccillo Nissan - Latham,976 New Loudon Rd,,Latham,NY,12110,,518-250-4380,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.769430,-73.754611,07/09/2018,70452,2018-07-09 12:13:28 UTC,P,,,01/11/2012,"(42.76943, -73.754611)"
ELEC,Great Neck Nissan,250 Northern Blvd,,Great Neck,NY,11021,,516-482-7700,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.776979,-73.727234,07/09/2018,70453,2018-07-09 12:13:28 UTC,P,,,06/09/2014,"(40.776979, -73.727234)"
ELEC,HAMPTON INN,1442 Western Ave,HAMPTON INN ALB; The station is located behind the hotel,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.679115,-73.836630,10/28/2018,70496,2018-10-28 09:03:02 UTC,,,,,"(42.6791149, -73.8366303)"
ELEC,LASH VW,376 Tarrytown Rd,VW_408340_A,White Plains,NY,10607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,41.043001,-73.796297,10/28/2018,70933,2018-10-28 09:03:02 UTC,,,,,"(41.0430009, -73.796297)"
ELEC,SCHENECTADY,17 Broadway,LIBERTY-YATES; In center of paid lot near utility pole,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.815406,-73.940711,10/28/2018,70935,2018-10-28 09:03:02 UTC,,,,,"(42.8154058, -73.9407109)"
ELEC,SUNY ONEONTA,24-26 Ravine Pkwy N,"SUNY ONEONTA; -The station is reserved for employee vehicles, but can be used by students and community members who receive permission from the Office of Sustainability.",Oneonta,NY,13820,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.468958,-75.065866,10/28/2018,71024,2018-10-28 09:03:02 UTC,,,,,"(42.4689577, -75.0658663)"
ELEC,BASIL VW,6179 S Transit Rd,VW_408303_A,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.122587,-78.695547,10/28/2018,71103,2018-10-28 09:03:02 UTC,,,,,"(43.122587, -78.695547)"
ELEC,DOUBLETREEHOTEL,455 S Broadway,DC FAST CHARGER; ChargePoint BMW & VW Express Corridor Location,Tarrytown,NY,10591,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,J1772COMBO,GPS,41.061410,-73.862829,10/28/2018,71167,2018-10-28 09:03:02 UTC,,,,,"(41.0614105, -73.8628291)"
ELEC,GAULT BMW,2311 North St,STATION 01,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.107059,-76.035088,10/28/2018,71477,2018-10-28 09:03:02 UTC,,,,,"(42.107059, -76.035088)"
ELEC,TOWNE BMW,8215 Main St,SERVICEDRIVE OS; Located to the left side of the left rear service door on south side of building.,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.964084,-78.687654,10/28/2018,71586,2018-10-28 09:03:02 UTC,,,,,"(42.9640836, -78.6876536)"
ELEC,MAGUIRE VW,370 Elmira Rd,VW_408158_A,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,42.422426,-76.517437,10/28/2018,71944,2018-10-28 09:03:02 UTC,,,,,"(42.4224255, -76.5174374)"
ELEC,NYE VW OF ROME,5865 Rome-Taberg Rd,VW_408107_A,Rome,NY,13440,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,43.232739,-75.498197,10/28/2018,72378,2018-10-28 09:03:02 UTC,,,,,"(43.2327386, -75.4981969)"
ELEC,BMW MANHATTAN,601-605 W 55th St,CHAPMAN STAT01; -,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.769291,-73.992541,10/28/2018,72470,2018-10-28 09:03:02 UTC,,,,,"(40.7692913, -73.9925407)"
ELEC,BMW MANHATTAN,555 W 57th St,FAST CHARGER 01; 2nd Floor Garage,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,J1772COMBO,GPS,40.770411,-73.990655,10/28/2018,72472,2018-10-28 09:03:02 UTC,,,,,"(40.7704109, -73.9906549)"
ELEC,GE WS - Price Chopper #191 Nisky - Right,442  Balltown Rd,,Schenectady,NY,12304,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,42.775420,-73.893228,10/28/2018,72697,2018-10-28 09:36:58 UTC,,,,,"(42.77542, -73.8932276772)"
ELEC,163325G01001010000,110  Avenue of the Pines,,Saratoga Springs,NY,12866,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,43.057348,-73.804726,10/28/2018,72698,2018-10-28 09:36:58 UTC,,,,,"(43.0573481806, -73.8047257907)"
ELEC,GE WS - Price Chopper #191 Nisky - Center,442  Balltown Rd,,Schenectady,NY,12304,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,42.775361,-73.893228,10/28/2018,72733,2018-10-28 09:36:58 UTC,,,,,"(42.7753611487, -73.8932276772)"
ELEC,GE WS - Price Chopper #191 Nisky - Left,442  Balltown Rd,,Schenectady,NY,12304,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,42.775400,-73.893228,10/28/2018,72737,2018-10-28 09:36:58 UTC,,,,,"(42.7754, -73.8932278)"
ELEC,Century Solar Supply,2600  6th Ave,,Troy,NY,12180,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,42.741972,-73.682536,10/28/2018,72751,2018-10-28 09:36:58 UTC,,,,,"(42.7419721, -73.6825362)"
ELEC,Imperial Garage - 340 East 34th St - Station 1,342  E 34th St,,New York,NY,10016,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.744011,-73.974116,10/28/2018,72817,2018-10-28 09:36:58 UTC,,,,,"(40.7440113, -73.9741155)"
ELEC,The Centra - Imperial Parking - Station 2,100  W 89th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.788420,-73.971082,10/28/2018,72821,2018-10-28 09:36:58 UTC,,,,,"(40.7884204, -73.9710821)"
ELEC,GE WS - Market 32 #039 Wilton Unit 2,3035  NY-50,,Saratoga Springs,NY,12866,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,43.102894,-73.742807,10/28/2018,72865,2018-10-28 09:36:58 UTC,,,,,"(43.102894, -73.742807)"
ELEC,GE WS - Market 32 #039 Wilton Unit 1,3035  NY-50,,Saratoga Springs,NY,12866,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,43.102896,-73.742848,10/28/2018,72875,2018-10-28 09:36:58 UTC,,,,,"(43.102896, -73.742848)"
ELEC,Central Parking - 222 E 65th St- Station 1,222  E 65th St,,New York,NY,10065,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.764616,-73.962228,10/28/2018,72888,2018-10-28 09:36:58 UTC,,,,,"(40.7646162, -73.9622283)"
ELEC,Central Parking - 58 West 58th St- Station 2,58  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.764656,-73.976101,10/28/2018,72895,2018-10-28 09:36:58 UTC,,,,,"(40.764655504, -73.9761005337)"
ELEC,Central Parking - 154 E 53rd St- Station 2,154  E 53rd St,,New York,NY,10022,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.757807,-73.970226,10/28/2018,72904,2018-10-28 09:36:58 UTC,,,,,"(40.757807, -73.970226)"
ELEC,GMC Parking - 200 Cabrini Blvd - Station 1,200  Cabrini Blvd,,New York,NY,10033,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.854575,-73.938954,10/28/2018,72906,2018-10-28 09:36:58 UTC,,,,,"(40.854575, -73.938954)"
ELEC,The Centra - Imperial Parking - Station 1,100  W 89th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.788420,-73.971082,10/28/2018,72910,2018-10-28 09:36:58 UTC,,,,,"(40.7884204, -73.9710821)"
ELEC,GMC - 200 CENTRAL PARK SOUTH- STATION 2,200  Central Park S,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.766719,-73.979533,10/28/2018,72911,2018-10-28 09:36:58 UTC,,,,,"(40.7667193, -73.9795327)"
ELEC,Central Parking - 58 West 58th St- Station 1,58  W 58th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.764623,-73.976181,10/28/2018,72914,2018-10-28 09:36:58 UTC,,,,,"(40.764623, -73.976181)"
ELEC,Central Parking - 146 W 57th St - Station 2,146  W 57th St,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,J1772,GPS,40.764609,-73.979542,10/28/2018,72915,2018-10-28 09:36:58 UTC,,,,,"(40.764609, -73.979542)"
